Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls_90;Ast_90;G+A_90;G-PK_90;G+A-PK_90;xG_90;xAG_90;xG+xAG_90;npxG_90;npxG+xAG_90
Idrissa Gana Gueye;sn SEN;MF;Everton;eng Premier League;34;1989;37;35;3063;34.0;0;3;3;0;0;0;9;0;1.1;1.1;1.7;2.8;27;145;27;0.00;0.09;0.09;0.00;0.09;0.03;0.05;0.08;0.03;0.08
Ignatius Ganago;cm CMR;FW,MF;Nantes;fr Ligue 1;25;1999;11;1;241;2.7;0;0;0;0;0;0;1;0;0.4;0.4;0.3;0.7;5;9;26;0.00;0.00;0.00;0.00;0.00;0.15;0.09;0.25;0.15;0.25
Silvère Ganvoula M'Boussy;cg CGO;FW;Monza;it Serie A;28;1996;7;4;326;3.6;0;0;0;0;0;0;0;0;0.4;0.4;0.2;0.6;3;4;21;0.00;0.00;0.00;0.00;0.00;0.10;0.06;0.16;0.10;0.16
Facundo Garcés;ar ARG;DF;Alavés;es La Liga;24;1999;10;7;678;7.5;0;0;0;0;0;0;2;0;0.1;0.1;0.8;0.9;3;12;3;0.00;0.00;0.00;0.00;0.00;0.01;0.11;0.12;0.01;0.12
Aleix García;es ESP;MF;Leverkusen;de Bundesliga;27;1997;28;17;1455;16.2;3;4;7;3;0;0;3;0;1.0;1.0;4.9;5.9;27;120;47;0.19;0.25;0.43;0.19;0.43;0.06;0.30;0.36;0.06;0.36
Álvaro García;es ESP;FW,MF;Rayo Vallecano;es La Liga;31;1992;36;28;2559;28.4;4;5;9;4;0;0;4;0;7.6;7.6;5.0;12.6;68;71;245;0.14;0.18;0.32;0.14;0.32;0.27;0.18;0.44;0.27;0.44
Andrés García;es ESP;DF,MF;Aston Villa;eng Premier League;21;2003;7;5;318;3.5;0;0;0;0;0;0;0;0;0.0;0.0;0.2;0.2;26;15;28;0.00;0.00;0.00;0.00;0.00;0.01;0.05;0.06;0.01;0.06
Eric García;es ESP;DF,MF;Barcelona;es La Liga;23;2001;29;14;1566;17.4;2;3;5;2;0;0;4;0;2.3;2.3;0.8;3.1;18;109;22;0.11;0.17;0.29;0.11;0.29;0.13;0.05;0.18;0.13;0.18
Fran Garcia;es ESP;DF;Real Madrid;es La Liga;24;1999;31;24;2171;24.1;0;2;2;0;0;0;0;0;0.9;0.9;1.8;2.7;78;119;177;0.00;0.08;0.08;0.00;0.08;0.04;0.08;0.11;0.04;0.11
Gonzalo García;es ESP;FW,DF;Real Madrid;es La Liga;20;2004;3;0;56;0.6;0;1;1;0;0;0;0;0;0.5;0.5;1.0;1.5;0;0;3;0.00;1.61;1.61;0.00;1.61;0.79;1.56;2.35;0.79;2.35
Joan García;es ESP;GK;Espanyol;es La Liga;23;2001;38;38;3420;38.0;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Pablo Garcia;es ESP;FW;Betis;es La Liga;17;2006;3;0;38;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;0;8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Rubén García;es ESP;FW,MF;Osasuna;es La Liga;31;1993;36;30;2413;26.8;5;5;10;5;0;0;2;0;3.2;3.2;3.6;6.8;37;112;157;0.19;0.19;0.37;0.19;0.37;0.12;0.13;0.25;0.12;0.25
Ulisses Garcia;ch SUI;DF;Marseille;fr Ligue 1;28;1996;20;10;930;10.3;2;2;4;2;0;0;2;0;1.5;1.5;1.4;2.9;23;53;87;0.19;0.19;0.39;0.19;0.39;0.15;0.14;0.28;0.15;0.28
Unai García;es ESP;DF;Osasuna;es La Liga;32;1992;3;1;65;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Alejandro Garnacho;ar ARG;MF,FW;Manchester Utd;eng Premier League;20;2004;36;23;2199;24.4;6;2;8;6;0;0;3;0;7.3;7.3;4.5;11.8;141;56;290;0.25;0.08;0.33;0.25;0.33;0.30;0.19;0.48;0.30;0.48
James Garner;eng ENG;MF,DF;Everton;eng Premier League;23;2001;21;17;1594;17.7;0;1;1;0;0;0;5;0;0.7;0.7;1.4;2.1;15;50;30;0.00;0.06;0.06;0.00;0.06;0.04;0.08;0.12;0.04;0.12
Yarek Gasiorowski;es ESP;DF;Valencia;es La Liga;19;2005;15;9;947;10.5;0;0;0;0;0;0;1;0;1.1;1.1;0.1;1.2;9;38;0;0.00;0.00;0.00;0.00;0.00;0.11;0.01;0.12;0.11;0.12
Federico Gatti;it ITA;DF;Juventus;it Serie A;26;1998;30;26;2195;24.4;1;0;1;1;0;0;2;0;2.5;2.5;0.5;2.9;24;73;6;0.04;0.00;0.04;0.04;0.04;0.10;0.02;0.12;0.10;0.12
Gavi;es ESP;MF,FW;Barcelona;es La Liga;19;2004;26;14;1085;12.1;1;1;2;1;0;0;4;0;0.9;0.9;1.6;2.4;13;77;42;0.08;0.08;0.17;0.08;0.17;0.07;0.13;0.20;0.07;0.20
Paulo Gazzaniga;ar ARG;GK;Girona;es La Liga;32;1992;36;36;3195;35.5;0;0;0;0;0;0;4;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Jean-Philippe Gbamin;ci CIV;MF;Nantes;fr Ligue 1;28;1995;14;2;216;2.4;0;0;0;0;0;0;1;0;0.5;0.5;0.0;0.5;2;12;1;0.00;0.00;0.00;0.00;0.00;0.22;0.00;0.22;0.22;0.22
Mory Gbane;ci CIV;DF,MF;Reims;fr Ligue 1;23;2000;13;13;1125;12.5;0;1;1;0;0;0;2;0;0.2;0.2;0.6;0.8;3;35;9;0.00;0.08;0.08;0.00;0.08;0.01;0.05;0.06;0.01;0.06
Yann Gboho;fr FRA;MF,FW;Toulouse;fr Ligue 1;23;2001;31;27;2333;25.9;5;4;9;5;0;0;2;0;5.4;5.4;3.5;8.9;116;103;189;0.19;0.15;0.35;0.19;0.35;0.21;0.14;0.35;0.21;0.35
David de Gea;es ESP;GK;Fiorentina;it Serie A;33;1990;35;35;3150;35.0;0;1;1;0;0;0;1;0;0.0;0.0;0.4;0.4;0;0;0;0.00;0.03;0.03;0.00;0.03;0.00;0.01;0.01;0.00;0.01
Viggo Gebel;de GER;MF;RB Leipzig;de Bundesliga;16;2007;1;0;14;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Lutsharel Geertruida;nl NED;DF;RB Leipzig;de Bundesliga;24;2000;24;17;1557;17.3;1;0;1;1;0;0;2;0;1.1;1.1;1.0;2.0;21;93;34;0.06;0.00;0.06;0.06;0.06;0.06;0.06;0.12;0.06;0.12
Dennis Geiger;de GER;MF,FW;Hoffenheim;de Bundesliga;26;1998;20;7;734;8.2;0;0;0;0;0;0;4;0;0.2;0.2;0.5;0.6;12;37;21;0.00;0.00;0.00;0.00;0.00;0.02;0.06;0.08;0.02;0.08
Valentin Gendrey;fr FRA;DF;Lecce;it Serie A;24;2000;2;2;180;2.0;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.3;7;5;4;0.00;0.00;0.00;0.00;0.00;0.09;0.05;0.14;0.09;0.14
Valentin Gendrey;fr FRA;DF;Hoffenheim;de Bundesliga;24;2000;22;14;1414;15.7;1;1;2;1;0;0;1;0;1.1;1.1;1.8;2.9;24;49;86;0.06;0.06;0.13;0.06;0.13;0.07;0.12;0.19;0.07;0.19
Denis Genreau;au AUS;MF;Toulouse;fr Ligue 1;25;1999;8;2;222;2.5;0;0;0;0;0;0;0;0;0.3;0.3;0.5;0.8;9;13;7;0.00;0.00;0.00;0.00;0.00;0.12;0.19;0.31;0.12;0.31
Tyrique George;eng ENG;FW;Chelsea;eng Premier League;18;2006;8;1;183;2.0;1;1;2;1;0;0;1;0;0.2;0.2;0.7;0.9;9;3;22;0.49;0.49;0.98;0.49;0.98;0.10;0.36;0.46;0.10;0.46
Yannick Gerhardt;de GER;MF,DF;Wolfsburg;de Bundesliga;30;1994;29;15;1518;16.9;1;1;2;1;0;0;5;1;1.2;1.2;0.2;1.4;27;57;63;0.06;0.06;0.12;0.06;0.12;0.07;0.01;0.08;0.07;0.08
Max Geschwill;de GER;DF;Holstein Kiel;de Bundesliga;23;2001;19;13;1282;14.2;1;2;3;1;0;0;2;0;0.9;0.9;0.8;1.6;6;58;16;0.07;0.14;0.21;0.07;0.21;0.06;0.05;0.12;0.06;0.12
Daniele Ghilardi;it ITA;DF;Hellas Verona;it Serie A;21;2003;24;21;2029;22.5;0;0;0;0;0;0;7;1;0.6;0.6;0.2;0.8;16;57;7;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.04;0.03;0.04
Lautaro Gianetti;ar ARG;DF;Udinese;it Serie A;30;1993;15;11;878;9.8;1;0;1;1;0;0;4;0;0.1;0.0;0.1;0.1;0;19;3;0.10;0.00;0.10;0.10;0.10;0.01;0.01;0.02;0.00;0.01
Dimitris Giannoulis;gr GRE;DF;Augsburg;de Bundesliga;28;1995;31;31;2650;29.4;1;4;5;1;0;0;8;0;1.1;1.1;4.2;5.3;60;104;164;0.03;0.14;0.17;0.03;0.17;0.04;0.14;0.18;0.04;0.18
Morgan Gibbs-White;eng ENG;MF;Nott'ham Forest;eng Premier League;24;2000;34;34;2803;31.1;7;8;15;7;0;0;11;1;6.3;6.3;5.0;11.2;69;164;137;0.22;0.26;0.48;0.22;0.48;0.20;0.16;0.36;0.20;0.36
Samuel Gigot;fr FRA;DF;Lazio;it Serie A;30;1993;15;7;683;7.6;2;0;2;2;0;0;2;0;1.3;1.3;0.0;1.3;7;12;5;0.26;0.00;0.26;0.26;0.26;0.17;0.00;0.17;0.17;0.17
Armin Gigovic;ba BIH;MF;Holstein Kiel;de Bundesliga;22;2002;31;23;1895;21.1;5;1;6;5;0;0;5;0;1.9;1.9;2.1;3.9;37;50;45;0.24;0.05;0.28;0.24;0.28;0.09;0.10;0.19;0.09;0.19
Bryan Gil;es ESP;FW,MF;Girona;es La Liga;23;2001;25;21;1721;19.1;3;3;6;3;0;0;4;0;2.3;2.3;2.9;5.2;76;74;210;0.16;0.16;0.31;0.16;0.31;0.12;0.15;0.27;0.12;0.27
Mario Gila;es ESP;DF;Lazio;it Serie A;23;2000;32;31;2741;30.5;1;0;1;1;0;0;8;0;1.1;1.1;0.6;1.7;48;157;12;0.03;0.00;0.03;0.03;0.03;0.03;0.02;0.05;0.03;0.05
Billy Gilmour;sct SCO;MF;Brighton;eng Premier League;23;2001;2;1;98;1.1;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;11;2;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07
Billy Gilmour;sct SCO;MF;Napoli;it Serie A;23;2001;26;13;1177;13.1;0;1;1;0;0;0;0;0;0.5;0.5;1.8;2.3;11;67;18;0.00;0.08;0.08;0.00;0.08;0.04;0.14;0.18;0.04;0.18
Benedikt Gimber;de GER;DF;Heidenheim;de Bundesliga;27;1997;32;32;2671;29.7;0;0;0;0;0;0;9;0;0.7;0.7;0.3;1.0;7;46;8;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
Santiago Giménez;mx MEX;FW;Milan;it Serie A;23;2001;14;7;669;7.4;5;2;7;5;0;1;3;1;4.8;4.0;0.9;4.9;13;6;38;0.67;0.27;0.94;0.67;0.94;0.64;0.13;0.77;0.54;0.66
Gvidas Gineitis;lt LTU;MF;Torino;it Serie A;20;2004;30;15;1430;15.9;3;1;4;3;0;0;5;0;1.3;1.3;2.0;3.3;15;36;43;0.19;0.06;0.25;0.19;0.25;0.08;0.13;0.21;0.08;0.21
Matthias Ginter;de GER;DF;Freiburg;de Bundesliga;30;1994;32;28;2561;28.5;2;1;3;2;0;0;5;0;2.8;2.8;0.7;3.5;11;113;16;0.07;0.04;0.11;0.07;0.11;0.10;0.02;0.12;0.10;0.12
Jamie Gittens;eng ENG;FW,MF;Dortmund;de Bundesliga;19;2004;32;21;1776;19.7;8;3;11;8;0;0;4;0;3.6;3.6;2.5;6.1;113;42;180;0.41;0.15;0.56;0.41;0.56;0.18;0.13;0.31;0.18;0.31
Serge Gnabry;de GER;FW,MF;Bayern Munich;de Bundesliga;29;1995;27;13;1242;13.8;7;5;12;7;0;1;0;0;7.5;6.8;5.1;11.9;44;48;149;0.51;0.36;0.87;0.51;0.87;0.55;0.37;0.92;0.49;0.86
Ben Godfrey;eng ENG;DF;Ipswich Town;eng Premier League;26;1998;3;2;159;1.8;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;2;4;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Ben Godfrey;eng ENG;DF;Atalanta;it Serie A;26;1998;1;0;23;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Martial Godo;eng ENG;FW,DF;Fulham;eng Premier League;21;2003;2;0;24;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;2;3;6;0.00;0.00;0.00;0.00;0.00;0.00;0.21;0.21;0.00;0.21
Saba Goglichidze;ge GEO;DF;Empoli;it Serie A;20;2004;33;29;2539;28.2;0;1;1;0;0;0;3;1;0.3;0.3;0.3;0.6;12;45;9;0.00;0.04;0.04;0.00;0.04;0.01;0.01;0.02;0.01;0.02
Edoardo Goldaniga;it ITA;DF;Como;it Serie A;30;1993;32;28;2532;28.1;1;0;1;1;0;0;12;1;2.5;2.5;0.3;2.8;20;81;8;0.04;0.00;0.04;0.04;0.04;0.09;0.01;0.10;0.09;0.10
Michael Golding;eng ENG;MF;Leicester City;eng Premier League;18;2006;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Pierluigi Gollini;it ITA;GK;Genoa;it Serie A;29;1995;7;7;630;7.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Aleksandr Golovin;ru RUS;MF,FW;Monaco;fr Ligue 1;28;1996;19;13;1153;12.8;3;0;3;3;0;0;1;0;2.3;2.3;2.4;4.7;39;112;72;0.23;0.00;0.23;0.23;0.23;0.18;0.19;0.37;0.18;0.37
André Gomes;pt POR;MF;Lille;fr Ligue 1;31;1993;20;16;1276;14.2;0;0;0;0;0;0;3;0;0.5;0.5;0.7;1.3;18;101;28;0.00;0.00;0.00;0.00;0.00;0.04;0.05;0.09;0.04;0.09
Angel Gomes;eng ENG;MF;Lille;fr Ligue 1;23;2000;14;10;736;8.2;1;1;2;1;0;1;1;0;1.7;0.9;2.1;3.0;15;49;47;0.12;0.12;0.24;0.12;0.24;0.21;0.26;0.47;0.11;0.37
João Gomes;br BRA;MF;Wolves;eng Premier League;23;2001;36;35;2974;33.0;3;1;4;3;0;0;11;1;2.9;2.9;1.2;4.1;59;165;76;0.09;0.03;0.12;0.09;0.12;0.09;0.04;0.12;0.09;0.12
Rodrigo Gomes;pt POR;DF,FW;Wolves;eng Premier League;21;2003;25;7;810;9.0;2;0;2;2;0;0;0;0;0.7;0.7;0.9;1.6;23;27;81;0.22;0.00;0.22;0.22;0.22;0.08;0.10;0.18;0.08;0.18
Toti Gomes;pt POR;DF;Wolves;eng Premier League;25;1999;31;30;2614;29.0;0;1;1;0;0;0;7;0;0.7;0.7;0.9;1.7;27;86;18;0.00;0.03;0.03;0.00;0.03;0.03;0.03;0.06;0.03;0.06
Carlos Gómez;co COL;MF,DF;Rennes;fr Ligue 1;21;2002;17;2;381;4.2;3;0;3;3;0;0;1;0;1.3;1.3;0.2;1.6;9;9;47;0.71;0.00;0.71;0.71;0.71;0.31;0.06;0.37;0.31;0.37
Dani Gómez;es ESP;FW;Valencia;es La Liga;26;1998;14;5;532;5.9;2;0;2;2;0;0;0;0;2.7;2.7;0.0;2.7;3;6;24;0.34;0.00;0.34;0.34;0.34;0.46;0.01;0.46;0.46;0.46
Diego Gómez;py PAR;MF;Brighton;eng Premier League;21;2003;16;4;516;5.7;1;0;1;1;0;0;0;0;0.9;0.9;0.7;1.6;8;27;23;0.17;0.00;0.17;0.17;0.17;0.15;0.13;0.28;0.15;0.28
Joe Gomez;eng ENG;DF;Liverpool;eng Premier League;27;1997;9;6;519;5.8;0;0;0;0;0;0;1;0;0.3;0.3;0.1;0.4;5;35;2;0.00;0.00;0.00;0.00;0.00;0.06;0.02;0.08;0.06;0.08
Moi Gómez;es ESP;MF,FW;Osasuna;es La Liga;30;1994;26;6;796;8.8;0;0;0;0;0;0;1;0;0.5;0.5;0.8;1.2;13;49;16;0.00;0.00;0.00;0.00;0.00;0.05;0.08;0.14;0.05;0.14
Sergi Gómez;es ESP;DF;Espanyol;es La Liga;32;1992;12;6;664;7.4;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;0;8;1;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04
Sergio Gómez;es ESP;MF,DF;Real Sociedad;es La Liga;23;2000;37;31;2738;30.4;2;5;7;2;0;0;4;0;1.9;1.9;8.9;10.8;43;93;154;0.07;0.16;0.23;0.07;0.23;0.06;0.29;0.35;0.06;0.35
Unai Gómez;es ESP;MF,FW;Athletic Club;es La Liga;21;2003;32;14;1284;14.3;1;3;4;1;0;0;1;0;1.9;1.9;0.8;2.7;19;23;49;0.07;0.21;0.28;0.07;0.28;0.13;0.06;0.19;0.13;0.19
Tidiam Gomis;fr FRA;MF,FW;RB Leipzig;de Bundesliga;17;2006;8;1;152;1.7;0;1;1;0;0;0;2;0;0.3;0.3;0.9;1.2;5;3;14;0.00;0.59;0.59;0.00;0.59;0.15;0.55;0.70;0.15;0.70
Fabio González;es ESP;MF;Las Palmas;es La Liga;27;1997;2;0;53;0.6;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;6;0;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.12;0.12;0.12
Nicolás González;es ESP;MF;Manchester City;eng Premier League;22;2002;11;9;760;8.4;1;0;1;1;0;0;3;0;0.5;0.5;0.1;0.5;9;50;11;0.12;0.00;0.12;0.12;0.12;0.06;0.01;0.06;0.06;0.06
Nicolás González;ar ARG;FW,MF;Juventus;it Serie A;26;1998;26;23;1750;19.4;3;2;5;3;0;0;3;0;4.1;4.1;1.1;5.1;35;69;123;0.15;0.10;0.26;0.15;0.26;0.21;0.06;0.26;0.21;0.26
Peter González;do DOM;MF,FW;Getafe;es La Liga;22;2002;17;2;477;5.3;0;0;0;0;0;0;1;0;1.3;1.3;0.1;1.4;8;6;33;0.00;0.00;0.00;0.00;0.00;0.24;0.02;0.26;0.24;0.26
Urko González;es ESP;MF;Espanyol;es La Liga;23;2001;17;16;1374;15.3;0;2;2;0;0;0;2;0;0.5;0.5;0.7;1.3;18;62;8;0.00;0.13;0.13;0.00;0.13;0.04;0.05;0.08;0.04;0.08
Urko González;es ESP;MF;Real Sociedad;es La Liga;23;2001;1;1;45;0.5;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Anthony Gordon;eng ENG;FW,MF;Newcastle Utd;eng Premier League;23;2001;34;28;2434;27.0;6;5;11;5;1;2;2;0;8.0;6.5;5.0;11.4;121;98;214;0.22;0.18;0.41;0.18;0.37;0.30;0.18;0.48;0.24;0.42
Leon Goretzka;de GER;MF,DF;Bayern Munich;de Bundesliga;29;1995;26;13;1325;14.7;4;1;5;4;0;0;2;0;2.8;2.8;1.7;4.4;35;127;28;0.27;0.07;0.34;0.27;0.34;0.19;0.11;0.30;0.19;0.30
Mathieu Gorgelin;fr FRA;GK;Le Havre;fr Ligue 1;33;1990;16;16;1440;16.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Andoni Gorosabel;es ESP;DF;Athletic Club;es La Liga;27;1996;20;17;1485;16.5;0;2;2;0;0;0;5;0;0.3;0.3;1.8;2.1;17;51;59;0.00;0.12;0.12;0.00;0.12;0.02;0.11;0.13;0.02;0.13
Robin Gosens;de GER;DF;Fiorentina;it Serie A;30;1994;32;29;2521;28.0;5;5;10;5;0;0;6;0;1.8;1.8;2.4;4.1;31;102;91;0.18;0.18;0.36;0.18;0.36;0.06;0.08;0.15;0.06;0.15
Robin Gosens;de GER;DF;Union Berlin;de Bundesliga;30;1994;1;1;90;1.0;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.2;1;4;5;0.00;0.00;0.00;0.00;0.00;0.02;0.13;0.15;0.02;0.15
Mario Götze;de GER;MF,FW;Eint Frankfurt;de Bundesliga;32;1992;24;18;1542;17.1;3;2;5;3;0;0;1;0;2.9;2.9;3.1;6.0;29;88;96;0.18;0.12;0.29;0.18;0.29;0.17;0.18;0.35;0.17;0.35
Amine Gouiri;dz ALG;FW,MF;Marseille;fr Ligue 1;24;2000;14;12;1048;11.6;10;3;13;10;0;0;0;0;8.4;8.4;3.6;12.1;17;20;97;0.86;0.26;1.12;0.86;1.12;0.73;0.31;1.04;0.73;1.04
Amine Gouiri;dz ALG;MF,FW;Rennes;fr Ligue 1;24;2000;19;11;1037;11.5;3;2;5;3;0;0;2;0;3.5;3.5;0.4;3.9;22;46;63;0.26;0.17;0.43;0.26;0.43;0.30;0.03;0.34;0.30;0.34
Lucas Gourna-Douath;fr FRA;MF;Roma;it Serie A;20;2003;6;2;229;2.5;0;0;0;0;0;0;2;0;0.1;0.1;0.1;0.2;4;9;9;0.00;0.00;0.00;0.00;0.00;0.05;0.04;0.09;0.05;0.09
Jeffrey Gouweleeuw;nl NED;DF;Augsburg;de Bundesliga;33;1991;33;33;2944;32.7;1;4;5;1;0;1;9;0;1.7;0.9;2.2;3.1;24;142;19;0.03;0.12;0.15;0.03;0.15;0.05;0.07;0.12;0.03;0.10
Kamil Grabara;pl POL;GK;Wolfsburg;de Bundesliga;25;1999;29;29;2585;28.7;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Jonathan Gradit;fr FRA;DF;Lens;fr Ligue 1;31;1992;25;24;2112;23.5;0;0;0;0;0;0;4;0;0.8;0.8;0.7;1.5;18;127;4;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.06;0.03;0.06
José Gragera;es ESP;MF;Espanyol;es La Liga;23;2000;10;7;569;6.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;1;14;3;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
Samuel Grandsir;fr FRA;MF,FW;Le Havre;fr Ligue 1;27;1996;6;0;84;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.6;0.6;5;6;5;0.00;0.00;0.00;0.00;0.00;0.00;0.67;0.67;0.00;0.67
Alberto Grassi;it ITA;MF;Empoli;it Serie A;29;1995;28;27;2203;24.5;1;0;1;1;0;0;8;0;1.0;1.0;0.8;1.9;18;74;24;0.04;0.00;0.04;0.04;0.04;0.04;0.03;0.08;0.04;0.08
Ryan Gravenberch;nl NED;MF;Liverpool;eng Premier League;22;2002;37;37;3160;35.1;0;4;4;0;0;0;6;1;1.1;1.1;3.1;4.2;70;181;55;0.00;0.11;0.11;0.00;0.11;0.03;0.09;0.12;0.03;0.12
Archie Gray;eng ENG;DF,MF;Tottenham;eng Premier League;18;2006;28;19;1751;19.5;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.2;8;40;17;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
Jack Grealish;eng ENG;FW,MF;Manchester City;eng Premier League;28;1995;20;7;721;8.0;1;1;2;1;0;0;3;0;1.1;1.1;1.8;3.0;69;52;118;0.12;0.12;0.25;0.12;0.25;0.14;0.23;0.37;0.14;0.37
Jacob Greaves;eng ENG;DF;Ipswich Town;eng Premier League;23;2000;25;25;2205;24.5;1;0;1;1;0;0;5;0;1.3;1.3;0.3;1.6;11;69;11;0.04;0.00;0.04;0.04;0.04;0.05;0.01;0.06;0.05;0.06
Mason Greenwood;eng ENG;FW,MF;Marseille;fr Ligue 1;22;2001;34;32;2804;31.2;21;5;26;14;7;9;3;0;16.3;9.1;5.7;14.8;126;157;295;0.67;0.16;0.83;0.45;0.61;0.52;0.18;0.71;0.29;0.48
Michael Gregoritsch;at AUT;FW;Freiburg;de Bundesliga;30;1994;20;5;639;7.1;2;1;3;2;0;0;2;0;1.8;1.8;0.4;2.2;6;19;36;0.28;0.14;0.42;0.28;0.42;0.25;0.06;0.31;0.25;0.31
Dominik Greif;sk SVK;GK;Mallorca;es La Liga;27;1997;31;31;2790;31.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Antoine Griezmann;fr FRA;FW,MF;Atlético Madrid;es La Liga;33;1991;38;29;2469;27.4;8;7;15;7;1;2;2;0;7.4;5.9;7.1;12.9;46;143;177;0.29;0.26;0.55;0.26;0.51;0.27;0.26;0.53;0.21;0.47
Vincenzo Grifo;it ITA;FW,MF;Freiburg;de Bundesliga;31;1993;34;31;2432;27.0;8;11;19;8;0;3;2;0;7.9;5.6;6.9;12.5;58;128;147;0.30;0.41;0.70;0.30;0.70;0.29;0.26;0.55;0.21;0.46
Florian Grillitsch;at AUT;MF;Valladolid;es La Liga;28;1995;13;7;623;6.9;0;0;0;0;0;0;1;0;0.1;0.1;0.7;0.8;9;38;7;0.00;0.00;0.00;0.00;0.00;0.01;0.10;0.11;0.01;0.11
Florian Grillitsch;at AUT;MF;Hoffenheim;de Bundesliga;28;1995;8;8;601;6.7;0;0;0;0;0;0;1;0;0.2;0.2;0.2;0.3;4;44;4;0.00;0.00;0.00;0.00;0.00;0.02;0.03;0.05;0.02;0.05
Álex Grimaldo;es ESP;DF;Leverkusen;de Bundesliga;28;1995;32;31;2636;29.3;2;7;9;2;0;0;6;1;2.5;2.5;8.1;10.6;86;160;252;0.07;0.24;0.31;0.07;0.31;0.09;0.28;0.36;0.09;0.36
Pascal Groß;de GER;MF,DF;Dortmund;de Bundesliga;33;1991;30;28;2327;25.9;0;9;9;0;0;0;5;1;2.4;2.4;5.1;7.5;41;178;122;0.00;0.35;0.35;0.00;0.35;0.09;0.20;0.29;0.09;0.29
Brajan Gruda;de GER;MF,FW;Brighton;eng Premier League;20;2004;21;8;687;7.6;1;4;5;1;0;0;0;0;1.2;1.2;2.1;3.3;22;26;57;0.13;0.52;0.66;0.13;0.66;0.16;0.28;0.43;0.16;0.43
Marco Grüll;at AUT;FW,MF;Werder Bremen;de Bundesliga;26;1998;30;13;1181;13.1;6;1;7;6;0;0;1;0;4.0;4.0;1.8;5.8;24;38;93;0.46;0.08;0.53;0.46;0.53;0.30;0.14;0.44;0.30;0.44
Albert Grønbaek;dk DEN;FW,MF;Southampton;eng Premier League;23;2001;4;2;143;1.6;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;1;3;0.00;0.00;0.00;0.00;0.00;0.07;0.01;0.08;0.07;0.08
